-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2022 through 01/01/2023 
Location: Latitude  32.87   Longitude 13.15 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 17.47 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,T2M,WS50M,ALLSKY_SFC_SW_DWN
2022,10,4,6,24.98,5.95,55.98
2022,10,4,7,25.97,5.2,261.37
2022,10,4,8,26.4,4.38,472.61
2022,10,4,9,26.78,3.73,641.44
2022,10,4,10,27.08,3.47,762.65
2022,10,4,11,27.28,3.58,822.28
2022,10,4,12,27.36,3.92,800.34
2022,10,4,13,27.29,4.36,733.18
2022,10,4,14,27.09,4.81,599.72
2022,10,4,15,26.76,5.14,415.98
2022,10,4,16,26.35,5.19,200.06
2022,10,4,17,25.84,5.06,29.19
2022,10,4,18,25.26,4.92,0.0
2022,10,4,19,24.99,4.7,0.0
2022,10,4,20,24.8,4.51,0.0
2022,10,4,21,24.65,4.49,0.0
2022,10,4,22,24.53,4.71,0.0
2022,10,4,23,24.45,5.11,0.0
2022,10,5,0,24.33,5.64,0.0
2022,10,5,1,24.27,6.16,0.0
2022,10,5,2,24.16,6.58,0.0
2022,10,5,3,24.11,6.74,0.0
2022,10,5,4,24.04,6.63,0.0
2022,10,5,5,24.03,6.38,0.0
2022,10,5,6,24.15,6.12,48.87
2022,10,5,7,24.97,5.86,210.53
2022,10,5,8,25.58,5.95,324.65
2022,10,5,9,26.12,5.95,481.23
2022,10,5,10,26.63,5.94,636.02
2022,10,5,11,26.98,6.1,790.98
2022,10,5,12,27.12,6.49,763.56
2022,10,5,13,27.05,6.97,693.8
2022,10,5,14,26.8,7.42,582.76
2022,10,5,15,26.44,7.73,419.88
2022,10,5,16,26.01,7.88,207.62
2022,10,5,17,25.48,7.93,29.56
2022,10,5,18,24.94,7.97,0.0
2022,10,5,19,24.68,7.77,0.0
2022,10,5,20,24.42,7.38,0.0
2022,10,5,21,24.18,6.85,0.0
2022,10,5,22,23.94,6.38,0.0
2022,10,5,23,23.72,6.03,0.0
2022,10,6,0,23.52,5.8,0.0
2022,10,6,1,23.35,5.64,0.0
2022,10,6,2,23.21,5.53,0.0
2022,10,6,3,23.08,5.44,0.0
2022,10,6,4,23.09,5.44,0.0
2022,10,6,5,23.09,5.45,0.0
2022,10,6,6,23.21,5.37,51.34
2022,10,6,7,23.95,5.15,245.55
2022,10,6,8,24.36,4.95,469.86
2022,10,6,9,24.79,4.77,645.21
2022,10,6,10,25.2,4.66,755.22
2022,10,6,11,25.54,4.82,815.9
2022,10,6,12,25.74,5.24,802.8
2022,10,6,13,25.8,5.73,716.62
2022,10,6,14,25.71,6.18,595.61
2022,10,6,15,25.48,6.49,414.19
2022,10,6,16,25.17,6.58,201.16
2022,10,6,17,24.76,6.47,26.91
2022,10,6,18,24.28,6.3,0.0
2022,10,6,19,24.1,5.94,0.0
2022,10,6,20,23.95,5.55,0.0
2022,10,6,21,23.84,5.22,0.0
2022,10,6,22,23.73,4.96,0.0
2022,10,6,23,23.6,4.73,0.0
2022,10,7,0,23.47,4.5,0.0
2022,10,7,1,23.37,4.3,0.0
2022,10,7,2,23.27,4.12,0.0
2022,10,7,3,23.19,4.0,0.0
2022,10,7,4,23.15,3.93,0.0
2022,10,7,5,23.15,3.86,0.0
2022,10,7,6,23.31,3.73,49.02
2022,10,7,7,24.15,3.46,248.41
2022,10,7,8,24.65,3.15,460.07
2022,10,7,9,24.99,2.76,633.68
2022,10,7,10,25.39,2.54,750.97
2022,10,7,11,25.77,2.69,805.98
2022,10,7,12,26.01,3.22,787.45
2022,10,7,13,26.09,3.86,715.3
2022,10,7,14,26.03,4.47,586.09
2022,10,7,15,25.85,4.9,406.66
2022,10,7,16,25.51,5.03,191.52
2022,10,7,17,25.01,5.04,24.5
2022,10,7,18,24.4,5.16,0.0
2022,10,7,19,24.21,5.15,0.0
2022,10,7,20,24.02,5.03,0.0
2022,10,7,21,23.87,4.88,0.0
2022,10,7,22,23.72,4.58,0.0
2022,10,7,23,23.56,4.14,0.0
2022,10,8,0,23.44,3.65,0.0
2022,10,8,1,23.35,3.14,0.0
2022,10,8,2,23.26,2.67,0.0
2022,10,8,3,23.15,2.32,0.0
2022,10,8,4,23.03,2.22,0.0
2022,10,8,5,22.92,2.21,0.0
2022,10,8,6,22.88,2.21,45.26
2022,10,8,7,23.49,2.18,234.85
2022,10,8,8,24.15,2.11,447.57
2022,10,8,9,24.77,2.03,623.83
2022,10,8,10,25.34,1.85,743.72
2022,10,8,11,25.79,1.54,798.32
2022,10,8,12,26.14,1.3,779.39
2022,10,8,13,26.4,1.45,714.28
2022,10,8,14,26.5,2.11,581.66
2022,10,8,15,26.39,2.99,399.34
2022,10,8,16,26.06,4.07,184.66
2022,10,8,17,25.42,5.24,22.64
2022,10,8,18,24.7,6.03,0.0
2022,10,8,19,24.44,6.06,0.0
2022,10,8,20,24.2,5.83,0.0
2022,10,8,21,23.99,5.55,0.0
2022,10,8,22,23.76,5.1,0.0
2022,10,8,23,23.53,4.54,0.0
2022,10,9,0,23.29,4.01,0.0
2022,10,9,1,23.06,3.56,0.0
2022,10,9,2,22.84,3.2,0.0
2022,10,9,3,22.62,2.94,0.0
2022,10,9,4,22.41,3.08,0.0
2022,10,9,5,22.26,3.46,0.0
2022,10,9,6,22.27,3.6,42.8
2022,10,9,7,23.25,3.28,229.88
2022,10,9,8,24.05,2.48,440.79
2022,10,9,9,24.86,1.62,614.8
2022,10,9,10,25.74,0.89,735.09
2022,10,9,11,26.65,0.53,790.56
2022,10,9,12,27.23,0.7,782.91
2022,10,9,13,27.5,1.31,705.37
2022,10,9,14,27.53,2.13,568.95
2022,10,9,15,27.3,2.93,383.97
2022,10,9,16,26.93,3.61,171.6
2022,10,9,17,26.2,4.39,20.12
2022,10,9,18,25.44,5.02,0.0
2022,10,9,19,25.2,5.47,0.0
2022,10,9,20,25.04,5.96,0.0
2022,10,9,21,24.89,6.7,0.0
2022,10,9,22,24.73,7.29,0.0
2022,10,9,23,24.56,6.94,0.0
2022,10,10,0,24.37,6.51,0.0
2022,10,10,1,24.19,6.5,0.0
2022,10,10,2,23.98,6.47,0.0
2022,10,10,3,23.77,6.3,0.0
2022,10,10,4,23.61,6.09,0.0
2022,10,10,5,23.66,5.96,0.0
2022,10,10,6,23.82,5.82,35.93
2022,10,10,7,24.51,5.46,202.38
2022,10,10,8,25.32,4.67,409.66
2022,10,10,9,26.5,4.34,573.87
2022,10,10,10,27.49,3.72,663.19
2022,10,10,11,28.08,3.48,692.6
2022,10,10,12,28.2,3.5,705.45
2022,10,10,13,27.84,3.37,628.41
2022,10,10,14,27.4,2.77,513.46
2022,10,10,15,27.08,2.12,341.37
2022,10,10,16,26.83,2.07,140.3
2022,10,10,17,26.44,2.47,17.38
2022,10,10,18,26.23,2.3,0.0
2022,10,10,19,26.12,1.69,0.0
2022,10,10,20,25.98,1.52,0.0
2022,10,10,21,25.8,2.17,0.0
2022,10,10,22,25.65,2.74,0.0
2022,10,10,23,25.41,3.37,0.0
2022,10,11,0,25.11,4.1,0.0
2022,10,11,1,24.9,4.69,0.0
2022,10,11,2,24.81,4.25,0.0
2022,10,11,3,24.83,2.1,0.0
2022,10,11,4,24.83,1.23,0.0
2022,10,11,5,24.87,3.05,0.0
2022,10,11,6,24.93,4.41,32.51
2022,10,11,7,25.5,5.43,154.2
2022,10,11,8,26.33,5.87,355.32
2022,10,11,9,26.95,6.29,514.38
2022,10,11,10,27.74,6.21,679.49
2022,10,11,11,28.37,5.55,754.98
2022,10,11,12,28.73,4.35,757.88
2022,10,11,13,29.03,3.22,686.02
2022,10,11,14,29.0,3.13,549.59
2022,10,11,15,28.66,3.71,366.8
2022,10,11,16,28.12,4.44,158.02
2022,10,11,17,27.06,4.72,16.88
2022,10,11,18,26.26,4.58,0.0
2022,10,11,19,25.92,4.45,0.0
2022,10,11,20,25.7,4.32,0.0
2022,10,11,21,25.52,4.09,0.0
2022,10,11,22,25.29,3.81,0.0
2022,10,11,23,25.05,3.47,0.0
2022,10,12,0,24.9,3.12,0.0
2022,10,12,1,24.81,2.9,0.0
2022,10,12,2,24.69,2.74,0.0
2022,10,12,3,24.55,2.59,0.0
2022,10,12,4,24.52,2.44,0.0
2022,10,12,5,24.62,2.27,0.0
2022,10,12,6,24.83,2.1,32.66
2022,10,12,7,25.39,2.0,190.77
2022,10,12,8,26.15,2.2,373.86
2022,10,12,9,27.33,2.68,539.0
2022,10,12,10,28.3,2.67,668.31
2022,10,12,11,28.83,2.36,732.41
2022,10,12,12,29.28,2.35,735.48
2022,10,12,13,29.37,2.89,662.27
2022,10,12,14,29.23,3.7,531.99
2022,10,12,15,28.96,4.56,353.27
2022,10,12,16,28.52,5.45,146.21
2022,10,12,17,27.68,6.5,14.99
2022,10,12,18,26.75,7.21,0.0
2022,10,12,19,26.3,7.38,0.0
2022,10,12,20,26.01,7.38,0.0
2022,10,12,21,25.77,7.37,0.0
2022,10,12,22,25.5,7.15,0.0
2022,10,12,23,25.21,6.82,0.0
2022,10,13,0,24.94,6.52,0.0
2022,10,13,1,24.69,6.19,0.0
2022,10,13,2,24.48,5.78,0.0
2022,10,13,3,24.41,5.23,0.0
2022,10,13,4,24.49,4.61,0.0
2022,10,13,5,24.69,3.9,0.0
2022,10,13,6,25.05,3.09,32.09
2022,10,13,7,25.77,2.53,195.66
2022,10,13,8,26.58,2.34,399.6
2022,10,13,9,27.32,2.16,578.55
2022,10,13,10,28.06,1.92,704.43
2022,10,13,11,28.51,2.13,764.77
2022,10,13,12,29.01,3.02,747.54
2022,10,13,13,29.55,3.82,663.31
2022,10,13,14,29.76,4.48,524.12
2022,10,13,15,29.49,4.67,333.45
2022,10,13,16,28.69,4.4,134.17
2022,10,13,17,27.23,4.56,13.26
2022,10,13,18,26.05,4.93,0.0
2022,10,13,19,25.55,5.3,0.0
2022,10,13,20,25.22,5.47,0.0
2022,10,13,21,25.0,4.66,0.0
2022,10,13,22,24.91,3.48,0.0
2022,10,13,23,24.87,3.5,0.0
2022,10,14,0,24.84,5.31,0.0
2022,10,14,1,24.87,6.66,0.0
2022,10,14,2,24.84,7.36,0.0
2022,10,14,3,24.78,7.88,0.0
2022,10,14,4,24.69,8.4,0.0
2022,10,14,5,24.68,8.96,0.0
2022,10,14,6,24.71,9.3,31.94
2022,10,14,7,25.19,9.24,187.43
2022,10,14,8,25.62,8.87,391.77
2022,10,14,9,25.96,8.45,582.84
2022,10,14,10,26.12,8.28,699.53
2022,10,14,11,26.13,8.43,698.08
2022,10,14,12,26.1,8.71,647.28
2022,10,14,13,26.03,9.16,590.49
2022,10,14,14,25.85,9.67,508.85
2022,10,14,15,25.37,10.1,365.01
2022,10,14,16,25.17,10.01,148.43
2022,10,14,17,24.89,9.74,13.83
2022,10,14,18,24.67,9.42,0.0
2022,10,14,19,24.63,9.04,0.0
2022,10,14,20,24.6,8.68,0.0
2022,10,14,21,24.56,8.24,0.0
2022,10,14,22,24.53,7.82,0.0
2022,10,14,23,24.51,7.59,0.0
2022,10,15,0,24.52,7.52,0.0
2022,10,15,1,24.55,7.65,0.0
2022,10,15,2,24.62,7.82,0.0
2022,10,15,3,24.65,7.96,0.0
2022,10,15,4,24.52,8.07,0.0
2022,10,15,5,24.37,8.17,0.0
2022,10,15,6,24.34,8.35,34.29
2022,10,15,7,25.07,8.5,209.52
2022,10,15,8,25.45,8.64,398.0
2022,10,15,9,25.63,8.67,548.05
2022,10,15,10,25.74,8.53,612.6
2022,10,15,11,25.8,8.43,610.03
2022,10,15,12,25.79,8.46,510.32
2022,10,15,13,25.7,8.41,485.64
2022,10,15,14,25.57,8.24,426.87
2022,10,15,15,25.35,7.92,248.22
2022,10,15,16,25.04,7.45,122.89
2022,10,15,17,24.62,6.84,11.76
2022,10,15,18,24.26,6.21,0.0
2022,10,15,19,24.08,5.55,0.0
2022,10,15,20,23.95,4.89,0.0
2022,10,15,21,23.85,4.33,0.0
2022,10,15,22,23.74,3.85,0.0
2022,10,15,23,23.63,3.48,0.0
2022,10,16,0,23.55,3.22,0.0
2022,10,16,1,23.48,3.06,0.0
2022,10,16,2,23.39,2.97,0.0
2022,10,16,3,23.33,2.89,0.0
2022,10,16,4,23.28,2.78,0.0
2022,10,16,5,23.26,2.66,0.0
2022,10,16,6,23.3,2.6,36.23
2022,10,16,7,23.84,2.55,193.67
2022,10,16,8,24.23,2.58,431.16
2022,10,16,9,24.51,2.68,599.45
2022,10,16,10,24.9,2.89,699.57
2022,10,16,11,25.29,3.21,729.91
2022,10,16,12,25.51,3.53,726.8
2022,10,16,13,25.58,3.75,610.48
2022,10,16,14,25.53,3.86,535.24
2022,10,16,15,25.37,3.81,361.84
2022,10,16,16,25.05,3.75,148.46
2022,10,16,17,24.48,3.84,12.05
2022,10,16,18,23.96,4.12,0.0
2022,10,16,19,23.8,4.41,0.0
2022,10,16,20,23.64,4.65,0.0
2022,10,16,21,23.51,4.82,0.0
2022,10,16,22,23.43,4.96,0.0
2022,10,16,23,23.28,5.04,0.0
2022,10,17,0,23.08,5.08,0.0
2022,10,17,1,22.88,5.03,0.0
2022,10,17,2,22.71,4.84,0.0
2022,10,17,3,22.59,4.67,0.0
2022,10,17,4,22.51,4.52,0.0
2022,10,17,5,22.47,4.48,0.0
2022,10,17,6,22.49,4.5,33.71
2022,10,17,7,23.04,4.42,216.98
2022,10,17,8,23.46,4.2,425.1
2022,10,17,9,23.9,3.79,596.13
2022,10,17,10,24.37,3.21,708.09
2022,10,17,11,24.8,2.8,738.86
2022,10,17,12,25.22,2.79,721.56
2022,10,17,13,25.5,3.26,618.1
2022,10,17,14,25.61,3.99,533.13
2022,10,17,15,25.51,4.7,359.47
2022,10,17,16,25.21,5.26,147.12
2022,10,17,17,24.61,5.71,11.45
2022,10,17,18,24.04,6.01,0.0
2022,10,17,19,23.76,5.91,0.0
2022,10,17,20,23.54,5.62,0.0
2022,10,17,21,23.34,5.2,0.0
2022,10,17,22,23.22,4.74,0.0
2022,10,17,23,23.13,4.23,0.0
2022,10,18,0,23.12,3.78,0.0
2022,10,18,1,23.15,3.37,0.0
2022,10,18,2,23.21,3.0,0.0
2022,10,18,3,23.23,2.67,0.0
2022,10,18,4,23.22,2.52,0.0
2022,10,18,5,23.13,2.56,0.0
2022,10,18,6,23.02,2.69,33.06
2022,10,18,7,23.24,2.8,205.38
2022,10,18,8,23.58,3.04,365.67
2022,10,18,9,23.69,3.39,517.27
2022,10,18,10,23.93,3.6,614.94
2022,10,18,11,24.23,3.76,659.31
2022,10,18,12,24.42,3.94,659.03
2022,10,18,13,24.56,4.11,572.49
2022,10,18,14,24.62,4.28,470.77
2022,10,18,15,24.59,4.4,315.42
2022,10,18,16,24.4,4.48,137.33
2022,10,18,17,23.84,4.51,10.38
2022,10,18,18,23.38,4.48,0.0
2022,10,18,19,23.24,4.32,0.0
2022,10,18,20,23.12,4.04,0.0
2022,10,18,21,23.05,3.71,0.0
2022,10,18,22,23.06,3.38,0.0
2022,10,18,23,23.11,3.18,0.0
2022,10,19,0,23.11,3.16,0.0
2022,10,19,1,23.09,3.26,0.0
2022,10,19,2,23.05,3.42,0.0
2022,10,19,3,23.0,3.56,0.0
2022,10,19,4,22.93,3.63,0.0
2022,10,19,5,22.8,3.63,0.0
2022,10,19,6,22.67,3.66,29.52
2022,10,19,7,23.02,3.83,194.31
2022,10,19,8,23.33,4.02,361.84
2022,10,19,9,23.42,4.19,485.5
2022,10,19,10,23.51,4.36,494.05
2022,10,19,11,23.54,4.4,406.86
2022,10,19,12,23.5,4.36,299.79
2022,10,19,13,23.43,4.21,278.38
2022,10,19,14,23.33,3.92,352.56
2022,10,19,15,23.2,3.52,274.72
2022,10,19,16,23.0,3.12,130.82
2022,10,19,17,22.68,2.78,9.49
2022,10,19,18,22.59,2.51,0.0
2022,10,19,19,22.67,2.36,0.0
2022,10,19,20,22.73,2.24,0.0
2022,10,19,21,22.76,2.12,0.0
2022,10,19,22,22.8,1.92,0.0
2022,10,19,23,22.8,1.69,0.0
2022,10,20,0,22.77,1.45,0.0
2022,10,20,1,22.71,1.18,0.0
2022,10,20,2,22.66,0.91,0.0
2022,10,20,3,22.56,0.83,0.0
2022,10,20,4,22.44,1.0,0.0
2022,10,20,5,22.33,1.18,0.0
2022,10,20,6,22.29,1.25,30.45
2022,10,20,7,22.47,1.12,191.44
2022,10,20,8,22.7,0.93,394.58
2022,10,20,9,22.88,0.86,565.86
2022,10,20,10,23.02,0.88,700.23
2022,10,20,11,23.11,1.13,715.73
2022,10,20,12,23.14,1.63,616.99
2022,10,20,13,23.15,2.17,572.47
2022,10,20,14,23.12,2.68,455.3
2022,10,20,15,23.07,3.07,305.35
2022,10,20,16,22.97,3.27,134.24
2022,10,20,17,22.65,3.29,8.71
2022,10,20,18,22.46,3.24,0.0
2022,10,20,19,22.49,3.07,0.0
2022,10,20,20,22.55,2.86,0.0
2022,10,20,21,22.61,2.69,0.0
2022,10,20,22,22.59,2.5,0.0
2022,10,20,23,22.53,2.29,0.0
2022,10,21,0,22.47,2.05,0.0
2022,10,21,1,22.37,1.85,0.0
2022,10,21,2,22.27,1.77,0.0
2022,10,21,3,22.16,1.78,0.0
2022,10,21,4,22.13,1.73,0.0
2022,10,21,5,22.16,1.6,0.0
2022,10,21,6,22.24,1.3,27.89
2022,10,21,7,22.55,0.9,199.89
2022,10,21,8,23.02,0.64,404.52
2022,10,21,9,23.38,0.55,577.55
2022,10,21,10,23.69,0.42,683.3
2022,10,21,11,24.06,0.69,727.7
2022,10,21,12,24.35,1.17,683.98
2022,10,21,13,24.51,1.68,595.98
2022,10,21,14,24.57,2.15,505.12
2022,10,21,15,24.5,2.55,326.47
2022,10,21,16,24.23,2.9,125.02
2022,10,21,17,23.58,3.27,7.85
2022,10,21,18,23.23,3.61,0.0
2022,10,21,19,23.12,3.78,0.0
2022,10,21,20,23.05,3.8,0.0
2022,10,21,21,23.01,3.69,0.0
2022,10,21,22,23.0,3.49,0.0
2022,10,21,23,22.98,3.17,0.0
2022,10,22,0,22.93,2.79,0.0
2022,10,22,1,22.84,2.38,0.0
2022,10,22,2,22.73,1.99,0.0
2022,10,22,3,22.58,1.62,0.0
2022,10,22,4,22.38,1.25,0.0
2022,10,22,5,22.21,0.99,0.0
2022,10,22,6,22.02,0.95,27.39
2022,10,22,7,22.12,1.09,200.39
2022,10,22,8,22.45,1.14,406.12
2022,10,22,9,22.8,1.05,573.88
2022,10,22,10,23.18,1.03,685.27
2022,10,22,11,23.56,0.96,739.59
2022,10,22,12,23.82,0.78,716.65
2022,10,22,13,23.98,0.71,639.56
2022,10,22,14,24.05,0.86,517.32
2022,10,22,15,24.02,1.21,335.41
2022,10,22,16,23.83,1.72,128.23
2022,10,22,17,23.21,2.36,7.86
2022,10,22,18,22.87,2.79,0.0
2022,10,22,19,22.8,2.91,0.0
2022,10,22,20,22.8,2.87,0.0
2022,10,22,21,22.81,2.77,0.0
2022,10,22,22,22.75,2.76,0.0
2022,10,22,23,22.59,2.91,0.0
2022,10,23,0,22.43,3.08,0.0
2022,10,23,1,22.25,3.21,0.0
2022,10,23,2,22.07,3.27,0.0
2022,10,23,3,21.89,3.26,0.0
2022,10,23,4,21.73,3.25,0.0
2022,10,23,5,21.57,3.26,0.0
2022,10,23,6,21.43,3.32,24.91
2022,10,23,7,21.88,3.48,187.43
2022,10,23,8,22.85,3.36,394.55
2022,10,23,9,23.55,3.24,566.67
2022,10,23,10,24.18,2.99,685.79
2022,10,23,11,24.69,2.72,743.16
2022,10,23,12,25.08,2.55,723.6
2022,10,23,13,25.31,2.44,649.09
2022,10,23,14,25.32,2.3,509.84
2022,10,23,15,25.15,2.19,325.64
2022,10,23,16,24.77,2.24,119.82
2022,10,23,17,23.89,2.5,7.65
2022,10,23,18,23.52,2.72,0.0
2022,10,23,19,23.44,2.79,0.0
2022,10,23,20,23.34,2.82,0.0
2022,10,23,21,23.23,2.87,0.0
2022,10,23,22,23.05,3.06,0.0
2022,10,23,23,22.72,3.41,0.0
2022,10,24,0,22.4,3.73,0.0
2022,10,24,1,22.22,3.86,0.0
2022,10,24,2,22.14,3.79,0.0
2022,10,24,3,22.12,3.61,0.0
2022,10,24,4,22.12,3.41,0.0
2022,10,24,5,22.1,3.33,0.0
2022,10,24,6,22.01,3.41,23.66
2022,10,24,7,22.41,3.59,184.45
2022,10,24,8,23.43,3.61,390.59
2022,10,24,9,24.05,3.58,564.48
2022,10,24,10,24.62,3.5,681.31
2022,10,24,11,25.18,3.47,749.27
2022,10,24,12,25.69,3.55,739.77
2022,10,24,13,25.99,3.6,664.38
2022,10,24,14,25.99,3.44,528.21
2022,10,24,15,25.81,3.07,342.88
2022,10,24,16,25.4,2.56,130.09
2022,10,24,17,24.58,2.12,7.95
2022,10,24,18,24.33,1.86,0.0
2022,10,24,19,24.21,1.8,0.0
2022,10,24,20,24.09,1.87,0.0
2022,10,24,21,23.91,2.1,0.0
2022,10,24,22,23.64,2.45,0.0
2022,10,24,23,23.31,2.87,0.0
2022,10,25,0,23.01,3.23,0.0
2022,10,25,1,22.74,3.52,0.0
2022,10,25,2,22.55,3.7,0.0
2022,10,25,3,22.43,3.84,0.0
2022,10,25,4,22.33,4.01,0.0
2022,10,25,5,22.19,4.37,0.0
2022,10,25,6,21.99,4.81,25.12
2022,10,25,7,22.5,5.13,198.42
2022,10,25,8,23.62,5.07,406.69
2022,10,25,9,24.23,4.79,580.32
2022,10,25,10,24.79,4.33,698.74
2022,10,25,11,25.46,3.84,753.81
2022,10,25,12,26.18,3.7,740.65
2022,10,25,13,26.54,3.82,661.27
2022,10,25,14,26.53,3.96,520.0
2022,10,25,15,26.3,3.96,332.43
2022,10,25,16,25.76,3.7,129.77
2022,10,25,17,24.73,3.35,0.0
2022,10,25,18,24.45,2.91,0.0
2022,10,25,19,24.46,2.33,0.0
2022,10,25,20,24.58,1.64,0.0
2022,10,25,21,24.59,1.03,0.0
2022,10,25,22,24.44,1.09,0.0
2022,10,25,23,24.05,1.82,0.0
2022,10,26,0,23.72,2.53,0.0
2022,10,26,1,23.41,3.04,0.0
2022,10,26,2,23.19,3.41,0.0
2022,10,26,3,22.94,3.67,0.0
2022,10,26,4,22.75,3.87,0.0
2022,10,26,5,22.59,4.02,0.0
2022,10,26,6,22.44,4.14,21.67
2022,10,26,7,22.87,4.27,181.47
2022,10,26,8,24.08,4.29,385.27
2022,10,26,9,24.76,4.23,558.66
2022,10,26,10,25.35,4.27,677.87
2022,10,26,11,25.9,4.48,734.55
2022,10,26,12,26.27,4.83,740.08
2022,10,26,13,26.3,5.18,665.8
2022,10,26,14,26.12,5.36,526.7
2022,10,26,15,25.8,5.26,338.57
2022,10,26,16,25.26,4.95,131.96
2022,10,26,17,24.15,4.62,0.0
2022,10,26,18,23.71,4.22,0.0
2022,10,26,19,23.59,3.8,0.0
2022,10,26,20,23.55,3.42,0.0
2022,10,26,21,23.51,3.12,0.0
2022,10,26,22,23.5,2.82,0.0
2022,10,26,23,23.52,2.57,0.0
2022,10,27,0,23.51,2.41,0.0
2022,10,27,1,23.48,2.42,0.0
2022,10,27,2,23.42,2.46,0.0
2022,10,27,3,23.37,2.44,0.0
2022,10,27,4,23.3,2.27,0.0
2022,10,27,5,23.19,2.02,0.0
2022,10,27,6,23.03,1.83,22.03
2022,10,27,7,23.19,1.77,187.39
2022,10,27,8,23.88,1.8,392.01
2022,10,27,9,24.42,1.83,565.31
2022,10,27,10,25.05,1.79,681.62
2022,10,27,11,25.67,1.76,736.16
2022,10,27,12,26.12,1.9,710.41
2022,10,27,13,26.32,2.27,636.64
2022,10,27,14,26.3,2.76,495.81
2022,10,27,15,26.09,3.15,312.07
2022,10,27,16,25.6,3.6,113.49
2022,10,27,17,24.51,4.01,0.0
2022,10,27,18,24.0,4.04,0.0
2022,10,27,19,23.83,3.81,0.0
2022,10,27,20,23.76,3.4,0.0
2022,10,27,21,23.77,2.87,0.0
2022,10,27,22,23.8,2.37,0.0
2022,10,27,23,23.76,2.02,0.0
2022,10,28,0,23.69,1.73,0.0
2022,10,28,1,23.57,1.41,0.0
2022,10,28,2,23.48,1.12,0.0
2022,10,28,3,23.34,1.1,0.0
2022,10,28,4,23.19,1.52,0.0
2022,10,28,5,23.05,2.21,0.0
2022,10,28,6,22.94,2.88,19.69
2022,10,28,7,23.12,3.38,162.92
2022,10,28,8,23.98,3.52,356.12
2022,10,28,9,24.54,3.48,542.58
2022,10,28,10,24.97,3.52,658.64
2022,10,28,11,25.25,3.69,708.36
2022,10,28,12,25.36,4.02,684.51
2022,10,28,13,25.4,4.34,607.2
2022,10,28,14,25.3,4.53,466.59
2022,10,28,15,25.01,4.55,285.42
2022,10,28,16,24.57,4.58,97.81
2022,10,28,17,23.73,4.53,0.0
2022,10,28,18,23.29,4.26,0.0
2022,10,28,19,23.1,3.82,0.0
2022,10,28,20,22.96,3.37,0.0
2022,10,28,21,22.84,3.0,0.0
2022,10,28,22,22.78,2.75,0.0
2022,10,28,23,22.73,2.63,0.0
2022,10,29,0,22.65,2.61,0.0
2022,10,29,1,22.58,2.58,0.0
2022,10,29,2,22.54,2.43,0.0
2022,10,29,3,22.49,2.23,0.0
2022,10,29,4,22.47,2.03,0.0
2022,10,29,5,22.41,1.89,0.0
2022,10,29,6,22.37,1.81,17.55
2022,10,29,7,22.54,1.7,162.19
2022,10,29,8,23.01,1.53,359.76
2022,10,29,9,23.31,1.36,532.36
2022,10,29,10,23.55,1.09,633.36
2022,10,29,11,23.79,1.21,701.48
2022,10,29,12,23.95,1.8,670.73
2022,10,29,13,23.99,2.52,575.35
2022,10,29,14,23.92,3.1,462.86
2022,10,29,15,23.77,3.49,287.12
2022,10,29,16,23.46,3.79,97.82
2022,10,29,17,22.78,4.01,0.0
2022,10,29,18,22.5,4.22,0.0
2022,10,29,19,22.38,4.32,0.0
2022,10,29,20,22.3,4.33,0.0
2022,10,29,21,22.22,4.3,0.0
2022,10,29,22,22.15,4.16,0.0
2022,10,29,23,22.11,3.99,0.0
2022,10,30,0,22.04,3.87,0.0
2022,10,30,1,22.03,3.75,0.0
2022,10,30,2,21.96,3.63,0.0
2022,10,30,3,21.87,3.57,0.0
2022,10,30,4,21.83,3.46,0.0
2022,10,30,5,21.84,3.31,0.0
2022,10,30,6,21.89,3.13,17.56
2022,10,30,7,22.25,2.9,161.38
2022,10,30,8,22.87,2.75,346.33
2022,10,30,9,23.19,2.88,482.45
2022,10,30,10,23.48,3.03,483.13
2022,10,30,11,23.69,3.28,579.69
2022,10,30,12,23.85,3.6,542.34
2022,10,30,13,23.91,3.85,505.34
2022,10,30,14,23.91,4.03,393.73
2022,10,30,15,23.84,4.15,244.01
2022,10,30,16,23.59,4.23,96.38
2022,10,30,17,22.85,4.28,0.0
2022,10,30,18,22.53,4.23,0.0
2022,10,30,19,22.4,4.06,0.0
2022,10,30,20,22.27,3.81,0.0
2022,10,30,21,22.16,3.5,0.0
2022,10,30,22,22.06,3.17,0.0
2022,10,30,23,21.97,2.82,0.0
2022,10,31,0,21.9,2.43,0.0
2022,10,31,1,21.85,2.04,0.0
2022,10,31,2,21.79,1.7,0.0
2022,10,31,3,21.69,1.46,0.0
2022,10,31,4,21.6,1.33,0.0
2022,10,31,5,21.48,1.33,0.0
2022,10,31,6,21.37,1.33,17.63
2022,10,31,7,21.5,1.28,172.59
